pin,count,probability
001950,63,0.00063
002015,62,0.00062
002019,62,0.00062
002009,62,0.00062
196600,62,0.00062
002006,62,0.00062
196400,62,0.00062
197800,62,0.00062
200100,62,0.00062
001954,62,0.00062
002024,62,0.00062
201200,61,0.00061
001955,61,0.00061
001979,61,0.00061
001980,61,0.00061
199800,61,0.00061
198000,60,0.0006
001977,60,0.0006
195300,60,0.0006
001990,60,0.0006
002016,60,0.0006
202100,60,0.0006
001961,60,0.0006
197500,60,0.0006
002018,59,0.00059
196200,59,0.00059
001975,59,0.00059
200500,59,0.00059
198600,59,0.00059
198200,59,0.00059
200300,59,0.00059
197900,59,0.00059
200900,58,0.00058
196500,58,0.00058
001953,58,0.00058
195600,58,0.00058
199000,58,0.00058
195700,58,0.00058
001957,57,0.00057
001991,57,0.00057
198900,57,0.00057
001969,57,0.00057
001989,56,0.00056
195200,56,0.00056
002003,55,0.00055
001994,54,0.00054
196300,54,0.00054
200400,54,0.00054
197300,54,0.00054
001992,53,0.00053
001964,53,0.00053
195900,52,0.00052
197000,52,0.00052
001974,52,0.00052
002017,51,0.00051
195400,50,0.0005
001983,45,0.00045
270370,7,7e-05
051138,7,7e-05
090710,7,7e-05
080825,7,7e-05
130532,7,7e-05
040997,7,7e-05
021185,7,7e-05
171235,6,6e-05
040626,6,6e-05
230793,6,6e-05
230185,6,6e-05
060913,6,6e-05
111108,6,6e-05
260733,6,6e-05
241237,6,6e-05
030611,6,6e-05
120739,6,6e-05
260722,6,6e-05
240755,6,6e-05
190323,6,6e-05
260853,6,6e-05
220700,6,6e-05
021274,6,6e-05
060783,6,6e-05
240540,6,6e-05
080853,6,6e-05
150587,6,6e-05
250140,6,6e-05
280561,6,6e-05
160908,6,6e-05
260172,6,6e-05
220719,6,6e-05
060638,6,6e-05
240716,6,6e-05
030343,6,6e-05
071262,6,6e-05
131104,6,6e-05
210216,6,6e-05
261199,6,6e-05
131109,6,6e-05
210503,6,6e-05
280476,6,6e-05
210850,5,5e-05
190864,5,5e-05
070774,5,5e-05
050579,5,5e-05
310971,5,5e-05
120971,5,5e-05
280656,5,5e-05
100323,5,5e-05
280356,5,5e-05
110513,5,5e-05
280727,5,5e-05
220577,5,5e-05
050561,5,5e-05
130212,5,5e-05
130269,5,5e-05
080440,5,5e-05
220645,5,5e-05
150911,5,5e-05
140339,5,5e-05
190262,5,5e-05
290356,5,5e-05
230955,5,5e-05
070377,5,5e-05
140983,5,5e-05
230325,5,5e-05
140385,5,5e-05
180868,5,5e-05
160381,5,5e-05
250663,5,5e-05
270172,5,5e-05
090927,5,5e-05
011028,5,5e-05
050366,5,5e-05
080127,5,5e-05
310508,5,5e-05
271029,5,5e-05
130848,5,5e-05
210587,5,5e-05
041000,5,5e-05
081139,5,5e-05
141257,5,5e-05
280796,5,5e-05
250658,5,5e-05
041147,5,5e-05
311021,5,5e-05
210950,5,5e-05
010509,5,5e-05
221208,5,5e-05
080471,5,5e-05
230685,5,5e-05
181201,5,5e-05
191248,5,5e-05
130599,5,5e-05
300633,5,5e-05
300149,5,5e-05
270580,5,5e-05
170680,5,5e-05
240977,5,5e-05
130156,5,5e-05
150540,5,5e-05
190981,5,5e-05
040550,5,5e-05
090911,5,5e-05
140830,5,5e-05
300778,5,5e-05
280937,5,5e-05
240251,5,5e-05
160165,5,5e-05
060914,5,5e-05
070132,5,5e-05
050232,5,5e-05
090724,5,5e-05
010502,5,5e-05
160988,5,5e-05
080605,5,5e-05
250467,5,5e-05
310331,5,5e-05
080454,5,5e-05
121052,5,5e-05
160672,5,5e-05
020953,5,5e-05
111045,5,5e-05
240202,5,5e-05
310341,5,5e-05
041183,5,5e-05
250807,5,5e-05
110965,5,5e-05
220127,5,5e-05
260609,5,5e-05
060347,5,5e-05
010567,5,5e-05
110199,5,5e-05
070969,5,5e-05
290703,5,5e-05
241272,5,5e-05
260282,5,5e-05
120616,5,5e-05
170504,5,5e-05
030836,5,5e-05
211073,5,5e-05
300525,5,5e-05
070173,5,5e-05
240176,5,5e-05
170186,5,5e-05
061138,5,5e-05
090739,5,5e-05
110746,5,5e-05
091008,5,5e-05
120224,5,5e-05
071033,5,5e-05
310161,5,5e-05
171226,5,5e-05
160203,5,5e-05
300955,5,5e-05
080993,5,5e-05
291090,5,5e-05
230540,5,5e-05
050652,5,5e-05
090516,5,5e-05
100221,5,5e-05
300914,5,5e-05
201214,5,5e-05
260828,5,5e-05
020906,5,5e-05
160722,5,5e-05
160410,5,5e-05
150809,5,5e-05
130960,5,5e-05
121083,5,5e-05
160183,5,5e-05
190249,5,5e-05
170252,5,5e-05
040819,5,5e-05
300235,5,5e-05
260346,5,5e-05
300624,5,5e-05
150676,5,5e-05
041274,5,5e-05
151262,5,5e-05
080737,5,5e-05
061181,5,5e-05
030645,5,5e-05
090129,5,5e-05
210379,5,5e-05
230850,5,5e-05
271279,5,5e-05
091017,5,5e-05
240713,5,5e-05
300937,5,5e-05
160755,5,5e-05
130856,5,5e-05
200105,5,5e-05
310204,5,5e-05
210820,5,5e-05
241251,5,5e-05
150289,5,5e-05
231005,5,5e-05
120791,5,5e-05
090747,5,5e-05
200374,5,5e-05
090245,5,5e-05
310307,5,5e-05
201105,5,5e-05
270424,5,5e-05
030846,5,5e-05
310175,5,5e-05
050553,5,5e-05
281131,5,5e-05
080510,4,4e-05
160265,4,4e-05
250381,4,4e-05
070742,4,4e-05
310486,4,4e-05
250299,4,4e-05
050449,4,4e-05
120596,4,4e-05
250587,4,4e-05
150539,4,4e-05
080622,4,4e-05
311042,4,4e-05
031048,4,4e-05
130133,4,4e-05
141051,4,4e-05
110309,4,4e-05
051109,4,4e-05
240456,4,4e-05
170630,4,4e-05
210746,4,4e-05
030499,4,4e-05
060341,4,4e-05
301005,4,4e-05
261151,4,4e-05
270147,4,4e-05
210861,4,4e-05
131112,4,4e-05
280956,4,4e-05
211282,4,4e-05
070629,4,4e-05
290982,4,4e-05
280602,4,4e-05
130679,4,4e-05
110350,4,4e-05
211005,4,4e-05
300150,4,4e-05
100265,4,4e-05
160649,4,4e-05
031047,4,4e-05
170453,4,4e-05
040220,4,4e-05
260902,4,4e-05
060140,4,4e-05
190420,4,4e-05
120952,4,4e-05
030354,4,4e-05
030445,4,4e-05
040263,4,4e-05
020222,4,4e-05
270978,4,4e-05
120527,4,4e-05
300998,4,4e-05
241062,4,4e-05
160408,4,4e-05
300649,4,4e-05
170743,4,4e-05
021249,4,4e-05
210120,4,4e-05
250215,4,4e-05
281006,4,4e-05
230307,4,4e-05
090880,4,4e-05
251088,4,4e-05
300483,4,4e-05
060951,4,4e-05
230419,4,4e-05
310871,4,4e-05
131220,4,4e-05
050183,4,4e-05
300206,4,4e-05
151274,4,4e-05
241167,4,4e-05
060514,4,4e-05
020254,4,4e-05
280858,4,4e-05
290564,4,4e-05
090374,4,4e-05
050416,4,4e-05
040917,4,4e-05
210268,4,4e-05
021179,4,4e-05
070349,4,4e-05
110886,4,4e-05
221219,4,4e-05
240896,4,4e-05
290394,4,4e-05
081087,4,4e-05
201284,4,4e-05
041078,4,4e-05
240800,4,4e-05
150952,4,4e-05
140810,4,4e-05
250729,4,4e-05
150945,4,4e-05
190339,4,4e-05
101167,4,4e-05
040368,4,4e-05
100268,4,4e-05
100806,4,4e-05
070245,4,4e-05
210166,4,4e-05
251253,4,4e-05
130235,4,4e-05
071218,4,4e-05
211156,4,4e-05
211255,4,4e-05
041105,4,4e-05
140991,4,4e-05
120243,4,4e-05
140807,4,4e-05
240897,4,4e-05
170718,4,4e-05
050182,4,4e-05
210291,4,4e-05
040548,4,4e-05
160152,4,4e-05
311109,4,4e-05
050410,4,4e-05
040163,4,4e-05
221149,4,4e-05
020426,4,4e-05
130895,4,4e-05
280669,4,4e-05
121161,4,4e-05
050194,4,4e-05
280335,4,4e-05
101162,4,4e-05
050293,4,4e-05
100612,4,4e-05
070337,4,4e-05
060612,4,4e-05
140686,4,4e-05
180216,4,4e-05
240243,4,4e-05
080402,4,4e-05
170638,4,4e-05
131298,4,4e-05
251215,4,4e-05
180939,4,4e-05
180656,4,4e-05
251252,4,4e-05
050439,4,4e-05
030640,4,4e-05
290815,4,4e-05
020856,4,4e-05
160194,4,4e-05
290332,4,4e-05
211028,4,4e-05
051135,4,4e-05
120890,4,4e-05
070612,4,4e-05
161049,4,4e-05
100130,4,4e-05
300142,4,4e-05
230249,4,4e-05
280681,4,4e-05
051041,4,4e-05
250563,4,4e-05
140852,4,4e-05
310897,4,4e-05
221063,4,4e-05
161234,4,4e-05
190697,4,4e-05
100603,4,4e-05
050928,4,4e-05
111048,4,4e-05
160925,4,4e-05
081174,4,4e-05
080830,4,4e-05
181270,4,4e-05
171268,4,4e-05
030367,4,4e-05
160555,4,4e-05
040518,4,4e-05
260908,4,4e-05
240666,4,4e-05
171029,4,4e-05
160417,4,4e-05
290796,4,4e-05
160603,4,4e-05
310713,4,4e-05
051073,4,4e-05
230503,4,4e-05
040335,4,4e-05
170338,4,4e-05
310218,4,4e-05
011252,4,4e-05
170562,4,4e-05
220477,4,4e-05
070806,4,4e-05
090684,4,4e-05
190950,4,4e-05
240221,4,4e-05
120583,4,4e-05
011169,4,4e-05
140168,4,4e-05
200147,4,4e-05
130490,4,4e-05
300353,4,4e-05
130204,4,4e-05
280342,4,4e-05
130336,4,4e-05
150417,4,4e-05
050527,4,4e-05
180811,4,4e-05
021105,4,4e-05
300170,4,4e-05
280599,4,4e-05
201163,4,4e-05
101081,4,4e-05
190680,4,4e-05
180490,4,4e-05
070302,4,4e-05
150231,4,4e-05
030419,4,4e-05
300988,4,4e-05
081034,4,4e-05
281213,4,4e-05
180264,4,4e-05
070133,4,4e-05
070334,4,4e-05
060495,4,4e-05
260595,4,4e-05
040910,4,4e-05
110295,4,4e-05
010950,4,4e-05
230413,4,4e-05
300814,4,4e-05
021166,4,4e-05
161104,4,4e-05
010176,4,4e-05
131134,4,4e-05
171174,4,4e-05
030347,4,4e-05
060443,4,4e-05
300157,4,4e-05
181044,4,4e-05
120724,4,4e-05
260713,4,4e-05
070608,4,4e-05
311238,4,4e-05
180683,4,4e-05
310253,4,4e-05
141209,4,4e-05
061270,4,4e-05
110640,4,4e-05
110159,4,4e-05
130791,4,4e-05
290806,4,4e-05
211045,4,4e-05
280608,4,4e-05
071136,4,4e-05
200761,4,4e-05
250937,4,4e-05
020237,4,4e-05
090327,4,4e-05
010135,4,4e-05
270648,4,4e-05
210992,4,4e-05
210340,4,4e-05
040217,4,4e-05
171265,4,4e-05
280192,4,4e-05
220144,4,4e-05
270517,4,4e-05
101051,4,4e-05
231224,4,4e-05
240903,4,4e-05
231123,4,4e-05
060329,4,4e-05
311176,4,4e-05
141199,4,4e-05
140968,4,4e-05
281255,4,4e-05
260685,4,4e-05
110408,4,4e-05
250706,4,4e-05
100380,4,4e-05
160624,4,4e-05
200942,4,4e-05
020139,4,4e-05
230730,4,4e-05
221243,4,4e-05
220120,4,4e-05
271117,4,4e-05
270173,4,4e-05
130845,4,4e-05
020342,4,4e-05
130441,4,4e-05
100480,4,4e-05
130868,4,4e-05
200844,4,4e-05
160557,4,4e-05
040195,4,4e-05
091052,4,4e-05
230579,4,4e-05
070762,4,4e-05
020816,4,4e-05
200839,4,4e-05
131128,4,4e-05
150369,4,4e-05
280637,4,4e-05
240653,4,4e-05
050972,4,4e-05
120216,4,4e-05
230279,4,4e-05
150413,4,4e-05
090731,4,4e-05
130968,4,4e-05
111160,4,4e-05
070833,4,4e-05
210738,4,4e-05
201274,4,4e-05
291151,4,4e-05
240415,4,4e-05
010925,4,4e-05
300835,4,4e-05
250387,4,4e-05
150440,4,4e-05
160237,4,4e-05
220704,4,4e-05
130729,4,4e-05
190140,4,4e-05
010961,4,4e-05
120802,4,4e-05
270662,4,4e-05
150329,4,4e-05
250273,4,4e-05
101227,4,4e-05
070504,4,4e-05
281245,4,4e-05
200947,4,4e-05
200578,4,4e-05
240607,4,4e-05
301052,4,4e-05
240951,4,4e-05
280505,4,4e-05
181111,4,4e-05
290130,4,4e-05
310511,4,4e-05
211066,4,4e-05
010403,4,4e-05
280288,4,4e-05
080144,4,4e-05
100594,4,4e-05
260601,4,4e-05
310549,4,4e-05
310380,4,4e-05
251180,4,4e-05
110940,4,4e-05
180200,4,4e-05
080278,4,4e-05
270156,4,4e-05
050522,4,4e-05
140497,4,4e-05
080649,4,4e-05
190252,4,4e-05
221091,4,4e-05
140839,4,4e-05
140570,4,4e-05
240873,4,4e-05
010505,4,4e-05
130817,4,4e-05
090420,4,4e-05
091032,4,4e-05
100506,4,4e-05
300240,4,4e-05
270421,4,4e-05
281090,4,4e-05
110157,4,4e-05
191064,4,4e-05
230954,4,4e-05
200867,4,4e-05
250977,4,4e-05
260616,4,4e-05
290157,4,4e-05
240264,4,4e-05
311126,4,4e-05
040820,4,4e-05
291045,4,4e-05
180984,4,4e-05
250976,4,4e-05
041059,4,4e-05
110223,4,4e-05
151161,4,4e-05
071283,4,4e-05
260579,4,4e-05
120297,4,4e-05
040606,4,4e-05
120436,4,4e-05
140357,4,4e-05
280721,4,4e-05
250277,4,4e-05
220764,4,4e-05
090304,4,4e-05
091034,4,4e-05
131163,4,4e-05
131127,4,4e-05
070135,4,4e-05
230795,4,4e-05
220743,4,4e-05
050745,4,4e-05
260266,4,4e-05
100847,4,4e-05
270828,4,4e-05
050871,4,4e-05
170478,4,4e-05
220804,4,4e-05
160154,4,4e-05
091252,4,4e-05
141044,4,4e-05
180954,4,4e-05
290428,4,4e-05
160481,4,4e-05
280184,4,4e-05
140284,4,4e-05
090105,4,4e-05
081233,4,4e-05
121266,4,4e-05
150581,4,4e-05
211248,4,4e-05
290692,4,4e-05
121246,4,4e-05
060367,4,4e-05
130561,4,4e-05
160571,4,4e-05
031000,4,4e-05
190518,4,4e-05
250243,4,4e-05
041151,4,4e-05
100142,4,4e-05
140539,4,4e-05
250794,4,4e-05
021113,4,4e-05
081123,4,4e-05
310419,4,4e-05
300370,4,4e-05
240312,4,4e-05
021082,4,4e-05
230513,4,4e-05
011088,4,4e-05
020870,4,4e-05
271148,4,4e-05
010549,4,4e-05
280538,4,4e-05
060697,4,4e-05
180847,4,4e-05
300470,4,4e-05
210922,4,4e-05
110774,4,4e-05
240659,4,4e-05
040632,4,4e-05
151175,4,4e-05
010358,4,4e-05
031162,4,4e-05
231032,4,4e-05
080100,4,4e-05
200994,4,4e-05
180671,4,4e-05
030959,4,4e-05
250932,4,4e-05
181092,4,4e-05
230761,4,4e-05
080753,4,4e-05
010309,4,4e-05
260324,4,4e-05
221183,4,4e-05
091016,4,4e-05
011159,4,4e-05
070451,4,4e-05
280214,4,4e-05
281109,4,4e-05
241118,4,4e-05
040410,4,4e-05
161142,4,4e-05
050938,4,4e-05
070967,4,4e-05
250974,4,4e-05
230199,4,4e-05
280289,4,4e-05
310721,4,4e-05
040821,4,4e-05
050165,4,4e-05
220781,4,4e-05
230399,4,4e-05
270523,4,4e-05
080968,4,4e-05
051218,4,4e-05
020744,4,4e-05
210122,4,4e-05
140280,4,4e-05
220975,4,4e-05
010179,4,4e-05
201133,4,4e-05
290121,4,4e-05
290556,4,4e-05
200925,4,4e-05
010926,4,4e-05
010216,4,4e-05
240560,4,4e-05
011065,4,4e-05
120969,4,4e-05
111011,4,4e-05
270814,4,4e-05
170641,4,4e-05
220163,4,4e-05
161041,4,4e-05
260335,4,4e-05
271048,4,4e-05
091195,4,4e-05
210353,4,4e-05
311052,4,4e-05
220887,4,4e-05
281256,4,4e-05
220602,4,4e-05
170992,4,4e-05
200459,4,4e-05
310102,4,4e-05
020456,4,4e-05
211067,4,4e-05
110354,4,4e-05
300878,4,4e-05
270504,4,4e-05
260177,4,4e-05
200577,4,4e-05
251186,4,4e-05
130398,4,4e-05
080726,4,4e-05
300756,4,4e-05
210390,4,4e-05
250126,4,4e-05
141278,4,4e-05
301139,4,4e-05
191118,4,4e-05
130519,4,4e-05
120236,4,4e-05
100234,4,4e-05
210702,4,4e-05
210682,4,4e-05
230599,4,4e-05
111288,4,4e-05
110320,4,4e-05
020517,4,4e-05
150454,4,4e-05
140688,4,4e-05
270482,4,4e-05
261125,4,4e-05
150519,4,4e-05
041036,4,4e-05
090806,4,4e-05
100819,4,4e-05
100457,4,4e-05
261156,4,4e-05
081247,4,4e-05
170836,4,4e-05
230718,4,4e-05
220438,4,4e-05
231295,4,4e-05
240551,4,4e-05
251013,4,4e-05
181195,4,4e-05
110713,4,4e-05
280855,4,4e-05
260225,4,4e-05
060428,4,4e-05
270678,4,4e-05
190670,4,4e-05
040775,4,4e-05
300861,4,4e-05
220632,4,4e-05
231193,4,4e-05
181019,4,4e-05
260731,4,4e-05
040359,4,4e-05
090323,4,4e-05
140112,4,4e-05
170848,4,4e-05
280318,4,4e-05
190883,4,4e-05
170371,4,4e-05
280651,4,4e-05
170921,4,4e-05
310125,4,4e-05
071279,4,4e-05
011048,4,4e-05
180127,4,4e-05
140933,4,4e-05
080212,4,4e-05
021238,4,4e-05
150387,4,4e-05
200608,4,4e-05
171104,4,4e-05
040280,4,4e-05
260633,4,4e-05
250816,4,4e-05
041157,4,4e-05
010941,4,4e-05
051215,4,4e-05
150574,4,4e-05
080191,4,4e-05
030384,4,4e-05
110207,4,4e-05
010376,4,4e-05
090832,4,4e-05
010937,4,4e-05
170539,4,4e-05
010989,4,4e-05
180498,4,4e-05
070955,4,4e-05
010756,4,4e-05
140315,4,4e-05
051132,4,4e-05
220605,4,4e-05
300924,4,4e-05
301254,4,4e-05
290599,4,4e-05
300324,4,4e-05
271072,4,4e-05
311072,4,4e-05
131160,4,4e-05
290831,4,4e-05
180616,4,4e-05
020130,4,4e-05
180728,4,4e-05
190210,4,4e-05
250965,4,4e-05
200357,4,4e-05
220770,4,4e-05
190536,4,4e-05
170549,4,4e-05
070572,4,4e-05
211014,4,4e-05
041294,4,4e-05
260414,4,4e-05
030851,4,4e-05
150487,4,4e-05
220695,4,4e-05
010432,4,4e-05
020782,4,4e-05
120503,4,4e-05
091098,4,4e-05
241046,4,4e-05
120138,4,4e-05
040149,4,4e-05
140270,4,4e-05
271204,4,4e-05
060898,4,4e-05
170719,4,4e-05
100113,4,4e-05
280936,4,4e-05
141240,4,4e-05
191282,4,4e-05
150262,4,4e-05
290847,4,4e-05
231231,4,4e-05
040480,4,4e-05
090771,4,4e-05
170558,4,4e-05
170282,4,4e-05
121203,4,4e-05
250919,4,4e-05
260935,4,4e-05
151286,4,4e-05
290902,4,4e-05
260932,4,4e-05
190886,4,4e-05
130818,4,4e-05
100737,4,4e-05
191142,4,4e-05
031233,4,4e-05
011018,4,4e-05
170892,4,4e-05
211024,4,4e-05
130783,4,4e-05
071016,4,4e-05
201291,4,4e-05
010430,4,4e-05
101200,4,4e-05
150189,4,4e-05
271112,4,4e-05
200326,4,4e-05
261117,4,4e-05
060516,4,4e-05
050743,4,4e-05
050169,4,4e-05
231098,4,4e-05
160869,4,4e-05
031038,4,4e-05
140441,4,4e-05
151054,4,4e-05
190587,4,4e-05
060111,4,4e-05
060628,4,4e-05
120288,4,4e-05
260924,4,4e-05
010777,4,4e-05
120373,4,4e-05
211134,4,4e-05
090618,4,4e-05
210671,4,4e-05
030916,4,4e-05
050516,4,4e-05
250908,4,4e-05
170660,4,4e-05
081264,4,4e-05
200545,4,4e-05
090825,4,4e-05
211035,4,4e-05
280223,4,4e-05
110380,4,4e-05
040786,4,4e-05
140299,4,4e-05
100505,4,4e-05
240879,4,4e-05
291202,4,4e-05
051078,4,4e-05
121074,4,4e-05
220537,4,4e-05
120611,4,4e-05
180729,4,4e-05
061257,4,4e-05
230277,4,4e-05
261094,4,4e-05
150173,4,4e-05
050780,4,4e-05
030223,4,4e-05
090410,4,4e-05
150962,4,4e-05
221254,4,4e-05
111216,4,4e-05
020499,4,4e-05
111238,4,4e-05
120101,4,4e-05
061246,4,4e-05
230986,4,4e-05
190965,4,4e-05
270150,4,4e-05
020245,4,4e-05
160102,4,4e-05
130390,4,4e-05
270962,4,4e-05
020793,4,4e-05
050885,4,4e-05
240281,4,4e-05
230350,4,4e-05
231010,4,4e-05
141026,4,4e-05
120232,4,4e-05
170827,4,4e-05
080475,4,4e-05
230995,4,4e-05
220992,4,4e-05
040488,4,4e-05
201086,4,4e-05
101179,3,3e-05
190774,3,3e-05
080365,3,3e-05
120369,3,3e-05
160297,3,3e-05
160921,3,3e-05
281054,3,3e-05
080585,3,3e-05
301073,3,3e-05
210901,3,3e-05
260836,3,3e-05
310910,3,3e-05
110201,3,3e-05
261167,3,3e-05
210564,3,3e-05
180779,3,3e-05
261213,3,3e-05
081135,3,3e-05
031236,3,3e-05
110669,3,3e-05
020480,3,3e-05
131072,3,3e-05
250735,3,3e-05
161114,3,3e-05
280411,3,3e-05
150496,3,3e-05
140871,3,3e-05
240997,3,3e-05
230916,3,3e-05
211106,3,3e-05
060576,3,3e-05
311173,3,3e-05
250360,3,3e-05
110685,3,3e-05
250765,3,3e-05
301065,3,3e-05
111168,3,3e-05
111191,3,3e-05
020545,3,3e-05
151132,3,3e-05
011087,3,3e-05
260804,3,3e-05
121195,3,3e-05
120456,3,3e-05
090415,3,3e-05
060506,3,3e-05
210107,3,3e-05
030677,3,3e-05
240240,3,3e-05
101241,3,3e-05
130990,3,3e-05
181145,3,3e-05
050525,3,3e-05
170239,3,3e-05
211284,3,3e-05
201210,3,3e-05
050309,3,3e-05
080560,3,3e-05
050554,3,3e-05
241180,3,3e-05
210399,3,3e-05
040194,3,3e-05
231261,3,3e-05
310936,3,3e-05
200340,3,3e-05
120106,3,3e-05
201186,3,3e-05
040717,3,3e-05
041094,3,3e-05
111260,3,3e-05
101077,3,3e-05
201190,3,3e-05
301273,3,3e-05
201141,3,3e-05
290384,3,3e-05
300638,3,3e-05
100759,3,3e-05
240962,3,3e-05
211178,3,3e-05
090216,3,3e-05
111088,3,3e-05
190475,3,3e-05
120759,3,3e-05
131123,3,3e-05
220867,3,3e-05
050615,3,3e-05
250872,3,3e-05
280157,3,3e-05
180341,3,3e-05
110497,3,3e-05
220105,3,3e-05
030375,3,3e-05
110254,3,3e-05
131053,3,3e-05
030714,3,3e-05
221284,3,3e-05
150599,3,3e-05
070399,3,3e-05
130687,3,3e-05
150121,3,3e-05
260867,3,3e-05
190190,3,3e-05
200416,3,3e-05
050393,3,3e-05
151253,3,3e-05
130261,3,3e-05
130623,3,3e-05
231112,3,3e-05
130941,3,3e-05
280417,3,3e-05
270595,3,3e-05
081126,3,3e-05
250407,3,3e-05
241228,3,3e-05
020925,3,3e-05
020537,3,3e-05
011111,3,3e-05
250101,3,3e-05
151034,3,3e-05
131261,3,3e-05
140805,3,3e-05
121137,3,3e-05
150278,3,3e-05
090479,3,3e-05
061265,3,3e-05
020735,3,3e-05
230305,3,3e-05
111006,3,3e-05
180951,3,3e-05
080484,3,3e-05
260957,3,3e-05
260937,3,3e-05
151074,3,3e-05
030440,3,3e-05
291109,3,3e-05
140384,3,3e-05
241284,3,3e-05
270776,3,3e-05
021267,3,3e-05
180961,3,3e-05
261065,3,3e-05
310528,3,3e-05
100614,3,3e-05
081016,3,3e-05
041266,3,3e-05
060854,3,3e-05
140244,3,3e-05
110440,3,3e-05
200880,3,3e-05
180188,3,3e-05
140576,3,3e-05
290955,3,3e-05
061294,3,3e-05
030780,3,3e-05
040534,3,3e-05
140563,3,3e-05
250307,3,3e-05
251231,3,3e-05
021127,3,3e-05
210389,3,3e-05
080671,3,3e-05
011164,3,3e-05
141141,3,3e-05
030599,3,3e-05
230239,3,3e-05
191029,3,3e-05
311273,3,3e-05
170223,3,3e-05
120708,3,3e-05
270686,3,3e-05
160919,3,3e-05
300187,3,3e-05
250581,3,3e-05
100568,3,3e-05
180670,3,3e-05
291106,3,3e-05
071297,3,3e-05
121073,3,3e-05
040791,3,3e-05
130276,3,3e-05
270374,3,3e-05
290638,3,3e-05
031102,3,3e-05
261033,3,3e-05
160216,3,3e-05
200535,3,3e-05
221249,3,3e-05
300848,3,3e-05
020209,3,3e-05
241030,3,3e-05
060608,3,3e-05
010311,3,3e-05
260162,3,3e-05
071286,3,3e-05
241238,3,3e-05
081252,3,3e-05
120358,3,3e-05
140962,3,3e-05
250188,3,3e-05
280680,3,3e-05
290336,3,3e-05
230560,3,3e-05
111077,3,3e-05
160705,3,3e-05
190167,3,3e-05
070521,3,3e-05
011162,3,3e-05
070625,3,3e-05
250813,3,3e-05
280969,3,3e-05
250155,3,3e-05
110756,3,3e-05
190116,3,3e-05
291143,3,3e-05
230875,3,3e-05
311259,3,3e-05
270559,3,3e-05
060435,3,3e-05
311004,3,3e-05
300438,3,3e-05
071139,3,3e-05
030220,3,3e-05
230306,3,3e-05
120372,3,3e-05
230424,3,3e-05
260303,3,3e-05
290905,3,3e-05
111267,3,3e-05
120736,3,3e-05
030436,3,3e-05
010998,3,3e-05
300241,3,3e-05
030890,3,3e-05
030165,3,3e-05
020902,3,3e-05
070906,3,3e-05
110698,3,3e-05
290934,3,3e-05
250953,3,3e-05
130355,3,3e-05
020633,3,3e-05
050981,3,3e-05
300923,3,3e-05
310623,3,3e-05
310347,3,3e-05
240972,3,3e-05
161290,3,3e-05
051208,3,3e-05
020148,3,3e-05
161279,3,3e-05
030603,3,3e-05
280931,3,3e-05
131247,3,3e-05
131196,3,3e-05
